검색키워드,제목,추천,비추천,작성일,작성자,본문내용,댓글입력일,댓글내용,추천/반대
탈원전,노후화 탈원전 핵분열 융합 발전소 혜체 찬성하지만 핵 분열 융합 발전소 연구는 지속되야하는거 아닐가?,1,0,2019-04-04 23:52:10,naver - ***,"원전기술포기한경우 신에너지로는 핵분열 융합 발전소에서 생산되는 에너지보다 양이 부족하지않을가?
탈원전공략 지키는것도 중요하지만 탈원전했을때 좁은 대한민국국토에서 신에너지로 공급부족상태가 올것이다
탈원전했을때 대한민국은 경제적 손실이 우려된다 완전 탈원전보단 원전기술을 남겨두어야한다.
신에너지 계발에서 사고가 터졌을때 대비해야할것이다",,,
탈원전,전정권탓하더니노무현정부서 시작했단다. 뉴데일리서 퍼온 글입니다.,8,0,2019-03-23 13:24:47,naver - ***,"정부가 2017년 11월 발생한 포항지진이 인재라는 조사 결과를 발표한 것을 두고 더불어민주당이 또 이명박·박근혜 정권 책임론을 제기했다. 그러나 문제가 된 지열발전사업은 이명박 정부 때인 2010년부터 시작됐다는 주장과 달리 노무현 정부 때 논의가 시작된 것으로 드러나 파장이 일었다.
홍영표 민주당 원내대표는 21일 오전 당 정책조정회의에서 ""사업 초기부터 지열발전의 경제성이 없다는 문제제기가 많았는데도 이 사업에는 정부예산 185억, 민간자본 206억 등 총 391억원이 투입됐다""면서 ""정부는 어떻게 이 같은 엉터리 사업이 가능했는지를 엄정하게 조사해야 한다""고 말했다.
조정식 정책위 의장도 ""포항지진의 주범으로 지목된 지열발전소는 2010년 이명박 정부 시절 추진된 국책사업으로, 활성단층에 대한 조사도 없이 무리하게 강행됐다""며 ""이 사건은 지난 보수정권의 무능과 부실이 부른 참사일 뿐, 현 정부가 추진하는 에너지정책과는 전혀 무관하다""고 주장했다.
과거엔 ""지열발전과 무관""… 지금은 ""보수정권 참사""
하지만 포항지진을 단순히 특정 정권 탓으로 돌리는 것은 근거 없는 비난이라는 지적이 제기됐다. 거슬러 올라가면 노무현 정부 때인 2003년, 한국지질자원연구원은 포항 북구 흥해읍에서 지하 1㎞ 깊이의 시추공을 박아 지열부 부존량을 확인하는 경제타당성 조사를 실시했다. '지열수 이용 프로젝트'로 불린 이 연구개발 사업은 정부의 지열에너지 개발에 이어 포항 지열발전 사업 추진의 바탕이 됐다.
이후 이명박 정부 때인 2012년 9월 첫 삽을 떴고, 박근혜 정부에서 물 붓기가 시작됐다. 이후 지진 발생의 문제점이 발견됐다. 문재인 정부 출범 후에도 문제점이 보고됐으나 2017년 8∼9월 대량의 물 붓기가 이뤄졌고, 11월 대규모 지진이 일어나 수능 중단 사태까지 벌어졌다.
민주당은 과학적 조사 결과가 나오기 전에는 환경단체의 논리에 따라 ""포항지진은 인재가 아닌 자연지진""이며 ""재생에너지인 지열발전과는 무관하다""고 주장했다. 김부겸 행정안전부장관도 2017년 11월 CBS 라디오 '뉴스쇼'에 출연해 '포항의 지열발전소가 지진과 연관된 것 아니냐'는 질문에 ""대한민국 전국에 진동이 전달될 만큼 그런 큰 지진을 유발했다고 보기엔 상식적이지 않다""고 일축한 바 있다.
한국당 ""文정권, 탈원전 목매 에너지 안전 소홀""
민경욱 자유한국당 대변인은 21일 논평을 통해 ""포항지진, 인재(人災)를 재해로 촉발시켜 재앙을 일으킨 원인은 문재인 정권의 안이함 때문""이라며 ""탈원전 독주에 목매느라 에너지정책에 대한 기본계획 수립도 방치했으며, 에너지시설 안전대책 마련에 소홀한 태도를 보였다""고 지적했다.
민 대변인은 ""국민들은 못 되면 전 정부 탓만 하는 치졸한 정부를 보고 싶은 것이 아니다""라면서 ""국민들이 보고 싶은 것은 앞으로 어떻게 재앙을 막을 수 있는지에 대한 책임 있는 대책""이라고 강조했다.
김정재 한국당 원내대변인도 ""포항지진의 가해자는 지열발전사업을 강행한 대한민국 정부이고, 피해자는 포항 땅에 살고 있는 대한민국 국민""이라며 ""전 정권 탓할 시간에 피해 국민을 위해 무엇을 할 것인지부터 고민해주기 바란다. 그것이 집권여당 원내대표로서 국민을 위해 해야 할 최소한의 도리일 것""이라고 질타했다.
""지진 책임론으로 지지율 회복 노려 비판도""
포항지진 전 정권 책임론과 KT 청문회 개최에 열을 올리는 민주당의 움직임은 지지율 회복을 위한 '야당 때리기'인 것으로 풀이된다. 22일 '한국갤럽'이 발표한 여론조사에 따르면 민주당 지지율은 지난주에 비해 2%포인트 하락한 37%로 집계됐다. 특히 20대 연령층에서는 지지율이 28%에 불과한 것으로 나타났다.
이준석 바른미래당 최고위원은 이날 페이스북을 통해 ""바른미래당이 학생층(대학생·대학원생)에게 갈수록 지지가 높아지는 현상을 민주당은 절대 이해 못할 것""이라며 ""지금까지 젊은층을 매수의 대상으로만 보던 집권여당과 다른 방식으로 목소리를 반영해 보겠다""고 밝혔다.
이날 여론조사는 '한국갤럽' 자체조사로, 19~21일 전국 성인남녀 1002명에게 물은 결과다. 표본오차는 95% 신뢰수준에 ±3.1%포인트다. 자세한 내용은 '한국갤럽' 홈페이지나 중앙선거여론조사심의위원회 홈페이지를 참조하면 된다.",2019-03-23 16:03:51,"덮어씌워기,끝없는 거짓말,내로남불,선전선동.철면피..............이모든게 전형적인 공산주의자임을 증명하는것",0/0
탈원전,문대통령은 국정실정에 책임지고 대통령직을 내려놓으세요.,10,1,2019-03-14 15:03:49,naver - ***,"대통령이 진행한 정책들과 발자취입니다. 지금 칭찬받고 있습니까?
- 세월호 정치화
- 촛불집회
- 드루킹이용 대선 여론몰이
- 사드반대
- 탈원전정책
- 북한 석탄 반입
- 지상파언론 장악
- 믿지못할 국정 여론조사
- 북미회담 중재자
- 종전선언, 평화협정 매달리기
- 몰래 월경
- 셀프 무장해제 남북군사합의서
- 통계청장 교체
- 태양광사업 장려
- 행정부, 입법부, 사법부 장악
- 청와대 민간인사찰
- 기관장 물갈이
- 4대강 보해체
- 미세먼지(대중국 저자세)
- 묻지마 남북경협
- 좌파 유공자 만들기 시동
※ 대국민 여론 수렴도 없이 국무회의서 직권처리한 중대한 결정들이 고스란히 대통령의 죄목으로 돌아올 것입니다. 여적행위가 결코 가볍지 않을 것입니다. 부패•비리•농단 대통령은 있었으나 여적 대통령은 처음입니다.",,,
탈원전,대통령은 국민을 힘들게하는사람인가요,10,6,2019-03-12 11:05:56,naver - ***,"다들 탈원전을하면안된다하는데
독일이나 미국이나 땅이넓고 돈도많고 그런조건들이 되어서 한다하지만 우리나라에서는 돈도 조건도안된다하는데
왜 멀쩡한 원자력을 없앤다 난리입니까
돈벌기는 자꾸힘들어지는데
전기료까지 올라가면 대통령이 내줄것도아니면서
미세먼지 까지 더안좋아진다는데
자꾸 강행하는이유가먼가요
우리아이들의 미래가 걱정입니다
바로옆나라인 일본은 미세먼지가하나도
없다는데 우리나라대통령은
나경원 국회의원님 말처럼
미세먼지를 더늘리고 국민을 더힘들게
만들고 있다 생각이드네요",2020-03-31 13:34:09,"내가 볼때,,,,꼴갑지 않는 쌍놈같은 대통령 한놈이 국민을 힘들게 하고 못살게 구는 게 싹다 맟는것 같다~~하나도 틀린 말이 없다 ]]^^",0/0
,,,,,,,2019-03-12 23:26:50,말씀하신 많은 문제들은 한두해만에 해결될 문제는 아니잖아요. 박근혜대통령 황교안국무총리시절도 해결을 못했던 해묵은 문제지요. 대통령 때문이라니요. 이명박 박근혜대통령때 많이 잘 사셨나봐요?,0/0
,,,,,,,2019-03-12 12:54:53,문재앙은 국민을 힘들게 하려고 대통령 된거 같습니다.너무너무 힘듭니다.,1/0
탈원전,민생을 도탄에 빠트린 촛불정권,7,0,2019-03-10 09:37:15,twitter - ***,"민생을 도탄에 빠트린 촛불정권
지금 국정이 어떤 상황인지는 촛불 정권도 모르지는 않을 것이다.
소득 주도라는 이상한 경제 실험을 하다 나라 경제를 막다른 골목으로 몰아갔다.
모든 경제지표가 사상 최악이다. 내년 성장률은 잠재성장률에도 미치지 못할 것이란 전망이 나온다. 빈곤층 근로소득이 37%나 격감하는 믿기 어려운 참사까지 발생했다.
탈원전은 부작용을 양산하고, 멀쩡한 4대강 보를 부순다며 격앙된 반발을 부르고, 미세 먼지는 속수무책이다.
선거용으로 세금을 무려 24조원 묻지 마 식으로 살포하겠다고 하고, 북한 비핵화는 가짜 쇼였음이 드러나고 있다.
자영업이 쓰러지고 상가는 임대광고만 나붙는 빈 공실이 늘어나고 있다.
소득주도가 아니라 세금주도다
세금 주도는 고기잡는 방법을 가리키는게 아니라 고기를 잡아준다.
백성은 잡아주는 고기만 바라는 배급사회로 가고 있다.
출처 : http://news.chosun.com/site/data/html_dir/2019/03/08/2019030803207.html",,,
탈원전,미세먼지로 인한 대한민국의 미래,20,0,2019-03-05 00:07:15,naver - ***,"현 정부는 국민을 어떻게 생각하나요?
대한민국의 미세먼지가 국민이 만드나요? 왜 책임을 국민에게 떠넘기나요?
본인의 탈원전 정책으로 인한 깨방정 때문에
원전을 없애면 그 전력 충당은 석탄으로 할껍니까?
땅도 좁은데 친환경 떠드면서 결국 태양열에너지는 가라않는 미세먼지 제거 비용이 더 들지 않습니까?
저비용 고효율좀 생각하십시요.
당신이 펼치는 정책에 대한 실수는 1년은 눈감을수 있지만 이제부터 남은 임기동안에 대한 실수는 용서받지 못할겁니다.",2019-03-08 10:04:56,정말 내놓는정책마다 한숨만 나오다 못해 분노가 치밀어 올라요...국내에만도 해결해야할 산적한 문제들도 많은데 북한만 찾고 대변인 노릇만 하고있으니....,2/0
,,,,,,,2019-03-05 00:50:11,미세먼지 내가 해결 해줄수 있는데 .. 청와대..전화도 안받고... 답장도 없고.... 국민 여러분 어찌해야 할까요 내가 ? 농담 사절 - 장난 사절! ㅡ 대한민국 신들의사자 ㅡ 일단 대통령님이 내말을 들어보고 결정해야 할 말들이 아닐까요.. 진짜 미친늠인지 아니면 해법인지를 국민 여러분! - 대통령님 지구 사막화 미세먼지에 만날 생각이 있는지 - 만나고 싶은데요 ?,0/0
,,,,,,,2019-03-05 00:46:37,대통령으로써 이 사태에 일언반구 말한마디 없는게 정상입니까 다들 이 나라 떠나고 아이들 다 죽어나가야 되겠습니까,4/0
,,,,,,,2019-03-05 00:12:36,문재인 정부 지금 국민들이 북한에관심이나 있는줄아냐? 지금 대한민국 온국민들이 바라는건 미세먼지 없는 나라에서 숨쉬면서 살기 바라는거다. 도대체 왜 국민들에게 대통령이라는 자가 말한마디없이 있는건지 도무지 알수가없구나. 방송을통해서라도 이재난에대한 대책이나 해결방안 방송이라고 직접해라 대통령은 국민들에 대변인이란걸 잊지마라,7/0
탈원전,"'소득 파탄' '탈원전' 이어 4대강 보 해체, 나라를 부수고 있다",13,1,2019-02-23 10:38:43,naver - ***,"'소득 파탄' '탈원전' 이어 4대강 보 해체, 나라를 부수고 있다
어떻게 생각하십니까?
임기 5년동안 나라를 말아 먹고 가렵니까?
잘못된 공약도 밀어 붙이는 돌머리 정권...
다음세대가 불쌍합니다.",2019-02-23 15:25:15,"지난, 지지난 정권이 잘했다면 지금 우리 젊은이들이 좀더 잘 살고 있을 텐데.......지금은 복구중...",0/1
,,,,,,,2019-02-23 12:44:54,다음 정권때 하나하나 파헤쳐 적폐 없애야 합니다.,1/0
탈원전,문재인씨의 업적,11,0,2019-02-20 09:48:56,naver - ***,"뉴스를 그러케 보면서도
뭐 하나 이룩해 놓은게 없어요....
난 탈원전 반대 하는 입장이지만
예를 들어서....탈원전 부터....뭐 하나 일만 벌려 놓코...해결해 놓은게 없어요.....
탈원전 부터 말하지 말고
대처 에너지를 먼저 말하면..
자연스럽게 탈원전이 되는건디...
문재인씨 가만히 보면.......결과가 없어요..
그냥 즉흥적.....동기만 있고....결과가 없어요...
정책이 결과 바로 나오는게 아니다....이런 한심한 말이나 지껄이지 말구..
결과 바로나오게 하는것 또한 수단이야...
최저임금 인상으로 경제 개판된..결과 바로 나오잖쑤...안그래요 문재인씨
ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ",,,
탈원전,5 년 임기 대통령의 의지- 혼자서 탈원전 기조 유지 결정할 수 있나,9,0,2019-02-18 11:01:07,naver - ***,"2017.10. 공론화 위원회 권고안을 수용하여 신고리 5, 6 호기 건설이 재개된다고 한다.
공사 중단 당시(5 월 말 기준) 공정률이 29.5 %나 진행되었고,
중단할 경우 발생할 손해는 이미 들어간 비용 1조 6천억 원과 보상 비용 1조 원을
합하여 2조 6천억 원이나 된다고 하는데 이것을 백지로 돌리겠다는 것이었다.
또 법에 의하면 중단 사유에 해당하지 않는데 중단하여 위법 논란이 있었다.
(원자력 안전법, 전기 사업법)
5 년짜리 대통령 한 사람이 탈원전하겠다는 생각을 가지고 탈원전에 말뚝을 박겠다는
의지로 진행 중이었던 신고리 5. 6 호기 건설을 중단시킨 것이었다.
관련법에 의하면 허가 절차나 기준 또는 안전에 문제기 있을 때에만 원전 건설을
중단할 수 있다고 규정되어 있다.(원자력 안전법, 전기 사업법)
대통령 후보 시절 공약을 했다고 해도 국무 회의의 의결, 한수원 이사회 날치기 통과로
원전 건설을 중단할 수 없었다.
이런 것들이 법 위에 있을 수 없다. 모두 위법 행위를 한 것이다.
신고리 5, 6 호기 건설 재개 여부를 공론화 위원회의 공론화 과정을 통한 권고안을
그대로 받아들여 결정하겠다고 했는데,
10. 20. 공론화 위원회에서 471 명의 시민 참여단의 최종 4 차 조사 결과를 발표했다.
신고리 5, 6 호기 건설 재개가 59. 5 %로 나왔고, 원전 축소 의견이 53.2 %로 나왔다.
따라서 공론화 위원회는 신고리 5, 6 호기 건설 재개와 동시에 원전 축소를 권고했다.
이에 문 대통령은 10. 22. '신고리 5, 6 호기 공론화 결과에 대한 대통령의 입장'이라는
서면 메시지를 발표했다.
'공론화 위원회의 권고에 따라 신고리 5, 6 호기 건설은 재개하겠지만,
신규 원전 포기와 기존 원전 수명 연장은 불허한다는 내용의 탈원전 정잭 기조는
변함없이 이어 나가겠다'는 입장을 분명히 했다.
탈원전 정책으로 가기 위해서 미리 말뚝을 박겠다는 심산으로 자행된 신고리 5, 6 호기
건설 중단은 애당초 잘못되었다.
그 이유는 다음과 같다.
첫째, 신고리 5, 6 호기 건설을 중단하기 전에 먼저 탈원전으로 갈 것인가 여부가
결정되었어야 했다.
둘째, 탈원전으로 가더라도 60 년 장기 계획이었다면 공정률이 29.5 %이 진행되었고
이를 백지로 돌린다면 비용이 2조 6천억 원이나 들기에 꼭 중단시킬 필요가 없는 사업을
일단 중단시키고, 재개 여부를 공론화 위원회를 통한 공론화 과정을 통해서 묻는다는 것이
갈등과 분열을 야기하고 비용만 낭비하는 불필요한 짓거리였다.
안보, 경제 등 시급한 국정 과제가 얼마나 많은데 이런 곳에 국가적 에너지를 낭비했는가.
이에 대해 10. 24. 문 대통령은 ""신고리 5, 6 호기 공론화 과정이 사회 갈등 해결의 새 모델""
이라고 하고 ""공론화의 뜻이 승자와 패자, 옳고 그름을 구분하기 위한 것이 아니라
통합과 상생을 위한 것이란 점을 정부 후속 조치 과정에서 늘 유념해 주시기 바랍니다""
라고 했다.
그러나 이번 공론화 과정은 통합과 상생과는 거리가 먼 것이었고 갈등과 분열만 증폭시키고
비용만 낭비한 셈이다. 한수원에 접수된 비용만 960억 원이 된다고 한다. 혈세의 낭비다.
혹자는 토론과 조사를 통한 공론화 과정을 거쳤다고 하여 10 년 만에 느껴 보는 민주주의
향기라고 하지만, 대통령이 탈원전으로 가겠다고 마음 먹고 말뚝을 박겠다는 심산으로
시작된 것이었고 국민 개개인의 생활에 직결되는 에너지 안보에 관한 중요한 결정을
시민 참여단 471 명의 의사 결정에 맡긴다는 것은 처음부터 코미디였다.
이것이 독재적 발상이 아니고 무엇이겠는가.
셋째, 신고리 5, 6 호기 건설 중단은 관련법에 위반되는 조치였다.
건설 중단 사유에 해당하지 않는다.(위 참조)(원자력 안전법, 전기 사업법)
다행히 공론화 위원회의 신고리 5, 6 호기 건설 재개의 권고안을 받아들였다.
그러나 아직도 국민의 의사를 묻지도 않고 탈원전 정책 기조를 변함없이
이어 나가겠다고 하는 정부의 태도는 국민은 안중에도 없는 것이며,
이는 오만과 독선, 무책임의 극치이다.
각국 사례를 보면 러시아,중국, 일본, 영국, 프랑스를 친원전 국가로 분류할 수 있고
이탈리아, 벨기에, 독일, 스위스는 탈원전 국가로 분류된다.
탈원전 국가로 분류되는 나라의 대부분은 탈원전 여부를 국민 투표를 통해서 결정하였다.
스위스의 경우 몇 번의 국민 투표를 거쳤다.
세계 3 대 원전 국가이고 지난 50 년간 학자와 기술자 등 전문가들의 피와 땀과 눈물로
키워온 세계 최고의 기술력이고, 환경과 안전에 문제가 없다고 전문가들이 평가하고,
원전 수출로 막대한 부를 창출할 수 있는 우리의 자산을 대통령 개인의 의지로
무로 돌리겠다는 발상은 절차적 민주주의에 반하는 독재적 발상이다.
탈원전 여부는 에너지 안보에 관한 중요한 정책이므로 국민 투표를 하여 결정하는 것이
민주적이다. 적어도 국민의 대표 기관인 국회의 표결에 의해서 결정되어야 한다.
국민 투표도 안 된다. 국민 표결도 안 된다면 탈원전 여부에 대한 공론화 과정을 거쳐
탈원전 여부를 결정하여야 한다. 국민이 친원전에 찬성하면 친원전으로 전환하여
국가 경제에 도움이 되는 방법을 찾아야 한다.",2019-03-09 05:31:59,원전 찬성에요,0/0
탈원전,이제 문재인 탄핵할 모든 명분이 갖추어졌다,20,1,2019-02-12 23:24:45,naver - ***,"민간인 사찰
언론 통제
김정은에 통치자금 조달
인터넷 통제와 감시
삼권 분립의 송두리체 부정하는 만행
중국과의 3불 각서 , 아직도 공개하지 않는 한미 fta개정등 각종 매국 협정
법과 원칙을 무시한 탈원전 정책
노골적으로 자유 시장 경제를 부정하고 사회주의 경제 시스템 도입
==============================================================
이 외에도 탄핵의 명분이 될 것들은 수두룩하다. 집권한지 2년도 안되서 이런 만행을 저질렀다는게
정말 재앙급이다. 이제는 본적적으로 탄핵에 나서야 한다",2019-02-13 14:01:27,韓国の日本に対する数々の無礼な蛮行、愚行に全日本国民は激怒しています。日本政府も韓国に対する具体的な制裁を検討しており実施させるのも時間の問題でしょう。 北朝鮮と同化政策を推し進める文在寅政権により韓国という国家が消滅する危惧を韓国国民は真剣に考えるべきでしょう。,0/0
탈원전,"탈원전 영향, 한전 올해 2조4000억 적자 예상…전기요금 오르나",6,1,2019-02-12 19:47:34,naver - ***,"정부의 탈원전 정책으로 한국전력공사 (34,150원▼ 200 -0.58%)의 실적부진이 이어지고 있는 가운데, 올해 대규모 영업적자를 예고하는 한전 내부 문건이 알려져 논란이 일고 있다.
12일 한전이 작성한 2019년 재무위기 비상경영 추진계획(안)에 따르면 한전은 올해 영업손실 2조4000억원, 당기순손실 1조9000억원을 낼 것으로 예상했다. 한전은 ""실적 부진의 주요인은 원전 안전 강화와 신재생에너지 공급의무화제도(RPS) 등 환경비용 증가""라고 설명했다.
한전은 영업적자 축소를 위해 연말까지 기획부사장이 주관하는 '재무위기 비상대책위원회(TF)'를 가동해 1조7000억원의 비용을 줄일 계획이다. 한전은 TF를 중심으로 이익개선 방안을 실행해 영업적자를 1조원 이내로 최소화하겠다는 목표를 수립했다.
다만, 이익개선 방안에는 전기요금 개편도 포함돼 논란이다. 그동안 김종갑 한전 사장이 회사의 어려운 재정 때문이 아닌 소비왜곡을 막기 위해 전기요금 개편이 필요하다고 주장한 것을 감안하면 일각에서는 모순된 방침이라고 주장한다.
한국전력 나주본사 전경./조선일보DB
세부방안으로 TF는 ▲정산조정계수 자회사 손실보전조항 폐지(비용 절감 1조1000억원) ▲주택용 누진제 및 필수사용량 보장공제 개선 ▲전력 신기술 적용 및 공사비 절감·정보통신기술(ICT) 업무 위탁보수 직영시행·에너지 물자 절약(5800억원) ▲세금환급(336억원) ▲공사구매 투자원가 절감(500억원) ▲쌍문변전소 잔여부지·강릉자재야적장·수색변전소 일부 부지 매각(295억원) 등을 추진한다.
한전은 발전자회사로부터 전력을 사들일때 발전사에 적정 이익을 보장하고 과도한 이익을 막기 위해 정산단가에 '정산조정계수'라는 보정치를 적용한다. 한전이 한국수력원자력, 중부·서부·남동·남부·동서발전 등 발전 자회사와 이익을 나눌 때 사용하는 방법인데 쉽게 말해 발전 자회사가 당기순손실을 내면 다른 발전 자회사의 이익을 모아 손실을 막고, 그래도 손실이 날 경우 한전이 보전해주던 것을 안하겠다는 것이다. 올해 한전이 발전자회사에 보전할 것으로 예상되는 금액만 1조1000억원이다.
정산조정계수 자회사 손실보전조항이 폐지되면 한전의 별도 재무제표는 좋아지지만, 연결 재무제표는 크게 차이가 나지 않는다. 한전이 정산조정계수 자회사 손실보전조항을 폐지하려면 전기위원회 심의와 산업부 승인이 필요하다.
계획안에 따르면 한전은 주택용 누진제와 관련해 현재 가동 중인 민관 '전기요금 누진제 태스크포스(TF)'에서 다음달까지 개편안을 마련할 계획이다. 이후 오는 5월 한전 이사회에 관련 사안을 상정, 의결해 6월까지 개편을 마무리할 예정이다.
한전은 월 200kWh 이하 사용하는 주택용 가구에 월 최대 4000원의 전기요금을 할인해주는 '필수사용량 보장공제' 폐지도 요구할 계획이다. 한전은 고객에 다양한 요금 상품을 제공하는 선택요금제도 도입하자는 입장이다.
한전 관계자는 ""(재무위기 비상경영 추진계획안은) 내부 검토사항일 뿐 확정된 것이 아니다""고 말했다.",2019-06-21 13:53:11,"원자력발전소 다시 짓고 전기요금 누진제폐지 해주세요,더워주겠다",0/0
탈원전,태양광에너지발전에 하루빨리 힘써서야 합니다.,5,3,2019-02-06 17:07:53,naver - ***,"정부에서 '현재 4.8%에 그친 신재생에너지발전량을 2030년까지 20% 로 늘리겠다' 선언하고 장기적으로 탈원전을 선언한 것에 대해 적극 찬성하는 입장입니다.
최근 여러가지 사안으로 정치적인 공격을 받고 있지만,아주 근본적이고 절대적인 명제인 '원자력발전은 절대 친환경적이지 않으며, 언제라도 인류에게 큰 재앙을 줄수 있는 위험한 방법이다'라는 것은 누구도 부인 할 수는 없습니다.
몇가지 반대적 여론의 핵심적인 부분을 논의해 보자면,
첫째로 엄청나게 많은 양이 발생될 태양광 폐패널문제 입니다.
맞습니다.논리상 현재보다 훨씬 많은 양의 폐패널이 양산될 것이고 그것을 폐기 또는 매장하는 데에 많은 비용을 지출해야 할 것입니다.하지만 그것이 절대적으로 핵폐기물보다 더 위험한지 를 생각해야 할 것입니다.
많은 선진국에서 친환경 교통수단으로 전기차의 개발에 혈안이 되어 있습니다.자국의 업체에서도 늦은감은 있지만 많은 투자를 하여 개발 준비중이라고 합니다.전기차의 핵심부품인 축전지 역시 폐기가 쉽지 않습니다.현재까지 효율적인 방법을 찾지 못했습니다.하지만 화석연료를 태워서 발전하는 방식인 가솔린엔진이나 디젤엔진 보다는 보다 친환경적 이기 때문에 개발하는 것입니다.
현재 우리의 기술환경에서 친환경적인 것을 찾아 지속가능한 개발을 한다고 생각 합니다.마찬가지로 태양광발전 역시 마찬가지 '지속가능한 개발'을 명제로 개발 발전 시켜야 합니다.
우리는 현재까지 화석연료를 전기에너지로 바꾸어 발전소 또는 엔진에 많은 투자와 연구를 해 왔고,지금의 고효율을 낼 수 있었습니다.하지만 이제는 그런 투자와 연구를 태양광에 쏟아야 할 시점에 와 있다고 생각 합니다.
두번째는 태양광발전을 하기위한 태양광패널의 세척부분입니다.세척하는 과정에서 쓰이는 화학물질이 토지나 대기에 위험요소로 작용할 수 있다는 주장입니다.하지만 최근 이것은 기술적인 문제로 충분히 가능하다고 봅니다. 최근 노마드 태양광 솔루션 이 개발되어 친환경적으로 적은비용으로 세척할 수 있는 기구를 개발했으며,앞으로도 더 좋은 방법을 만들어 낼 수 있다고 봅니다.
우리가 태양광에너지 발전에 주저하고 있을 때에,이미 그분야에 몇십년 앞선 선진국에서는 개발연구비를 매년 늘려 우리나라보다 더멀리 앞서 나아가고 있습니다.
정쟁은 이제 멈추고 뜻을 모아 태양광에너지 개발에 많은 연구와 투자를 한다면 우리나라에 커다란 신성장원동력이 될 수 있을 거라 확신합니다.",2020-02-26 23:05:02,정책실패? 뭐라해야할까요... 현재 태양광 손대면 한강 갑니다 국민세금으로 국가에서 설치운영하면 모를까 개인투자자는 처다도 보지마세요,0/0
,,,,,,,2019-02-06 17:12:09,적극 동의합니다.우리가 머뭇거리고 있는사이 선진국에서는 주도권 가져가려 치열한 싸움을 하고 있습니다. 늦지 않았습니다.~~,0/0
